Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color
173.55,59.08,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 176, ""g"": 211, ""b"": 10}","{""r"": 41, ""g"": 54, ""b"": 81}"
175.58,57.65,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 175, ""g"": 14, ""b"": 14}","{""r"": 121, ""g"": 0, ""b"": 216}"
168.96,64.05,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 228, ""g"": 201, ""b"": 48}","{""r"": 241, ""g"": 160, ""b"": 78}"
169.03,48.32,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 139, ""g"": 188, ""b"": 58}","{""r"": 81, ""g"": 183, ""b"": 44}"
174.84,61.34,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 44, ""g"": 97, ""b"": 212}","{""r"": 46, ""g"": 112, ""b"": 187}"
176.45,52.72,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 15, ""g"": 72, ""b"": 33}","{""r"": 19, ""g"": 202, ""b"": 99}"
162.17,48.65,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 126, ""g"": 107, ""b"": 55}","{""r"": 58, ""g"": 88, ""b"": 243}"
171.12,56.81,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 234, ""g"": 226, ""b"": 58}","{""r"": 60, ""g"": 229, ""b"": 253}"
168.82,57.49,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 134, ""g"": 121, ""b"": 18}","{""r"": 241, ""g"": 64, ""b"": 84}"
172.72,56.6,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 59, ""g"": 178, ""b"": 52}","{""r"": 235, ""g"": 186, ""b"": 197}"
169.05,59.11,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 3, ""g"": 79, ""b"": 247}","{""r"": 118, ""g"": 20, ""b"": 129}"
172.56,58.55,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 144, ""g"": 87, ""b"": 79}","{""r"": 148, ""g"": 225, ""b"": 55}"
180.58,61.85,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 34, ""g"": 84, ""b"": 229}","{""r"": 178, ""g"": 253, ""b"": 34}"
182.64,57.75,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 30, ""g"": 200, ""b"": 60}","{""r"": 22, ""g"": 90, ""b"": 101}"
168.81,52.42,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 131, ""g"": 26, ""b"": 206}","{""r"": 97, ""g"": 129, ""b"": 203}"
168.37,55.64,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 189, ""g"": 64, ""b"": 113}","{""r"": 57, ""g"": 209, ""b"": 45}"
171.72,54.96,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 249, ""g"": 58, ""b"": 78}","{""r"": 209, ""g"": 174, ""b"": 209}"
169.95,55.96,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 172, ""g"": 236, ""b"": 41}","{""r"": 14, ""g"": 247, ""b"": 15}"
170.03,62.64,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 91, ""g"": 224, ""b"": 3}","{""r"": 211, ""g"": 227, ""b"": 232}"
174.6,64.44,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 103, ""g"": 186, ""b"": 149}","{""r"": 48, ""g"": 5, ""b"": 6}"
175.84,63.86,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 4, ""g"": 88, ""b"": 146}","{""r"": 43, ""g"": 167, ""b"": 192}"
171.46,53.59,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 4, ""g"": 250, ""b"": 84}","{""r"": 244, ""g"": 120, ""b"": 105}"
173.67,53.07,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 84, ""g"": 13, ""b"": 206}","{""r"": 39, ""g"": 192, ""b"": 103}"
165.22,60.87,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 254, ""g"": 12, ""b"": 208}","{""r"": 158, ""g"": 25, ""b"": 109}"
171.81,58.45,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 207, ""g"": 240, ""b"": 42}","{""r"": 119, ""g"": 18, ""b"": 111}"
169.39,58.06,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 89, ""g"": 55, ""b"": 232}","{""r"": 181, ""g"": 96, ""b"": 237}"
175.06,50.17,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 55, ""g"": 84, ""b"": 21}","{""r"": 4, ""g"": 148, ""b"": 64}"
173.48,66.81,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 243, ""g"": 253, ""b"": 13}","{""r"": 29, ""g"": 206, ""b"": 129}"
176.54,56.44,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 237, ""g"": 107, ""b"": 157}","{""r"": 10, ""g"": 138, ""b"": 57}"
181.14,69.9,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 131, ""g"": 156, ""b"": 15}","{""r"": 75, ""g"": 220, ""b"": 82}"
173.83,62.92,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 65, ""g"": 194, ""b"": 165}","{""r"": 130, ""g"": 121, ""b"": 33}"
170.53,53.62,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 185, ""g"": 28, ""b"": 213}","{""r"": 142, ""g"": 132, ""b"": 123}"
181.99,58.96,Male,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 38, ""g"": 39, ""b"": 92}","{""r"": 19, ""g"": 48, ""b"": 34}"
165.33,49.28,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 37, ""g"": 164, ""b"": 145}","{""r"": 162, ""g"": 201, ""b"": 188}"
167.47,55.12,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 62, ""g"": 241, ""b"": 121}","{""r"": 245, ""g"": 27, ""b"": 43}"
175.51,59.78,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 72, ""g"": 14, ""b"": 151}","{""r"": 147, ""g"": 228, ""b"": 49}"
170.86,55.48,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 244, ""g"": 204, ""b"": 85}","{""r"": 138, ""g"": 157, ""b"": 187}"
163.55,53.38,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 153, ""g"": 217, ""b"": 163}","{""r"": 235, ""g"": 248, ""b"": 107}"
169.32,55.87,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 180, ""g"": 53, ""b"": 101}","{""r"": 86, ""g"": 109, ""b"": 153}"
175.57,58.15,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 158, ""g"": 186, ""b"": 118}","{""r"": 53, ""g"": 184, ""b"": 161}"
172.72,54.67,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 174, ""g"": 53, ""b"": 233}","{""r"": 148, ""g"": 240, ""b"": 4}"
167.68,60.15,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 4, ""g"": 52, ""b"": 87}","{""r"": 251, ""g"": 63, ""b"": 245}"
175.42,69.76,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 106, ""g"": 54, ""b"": 248}","{""r"": 251, ""g"": 2, ""b"": 247}"
166.02,52.07,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 233, ""g"": 205, ""b"": 141}","{""r"": 58, ""g"": 94, ""b"": 31}"
174.16,54.82,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 25, ""g"": 64, ""b"": 91}","{""r"": 48, ""g"": 191, ""b"": 185}"
165.01,50.26,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 84, ""g"": 153, ""b"": 37}","{""r"": 207, ""g"": 185, ""b"": 176}"
172.84,53.01,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 228, ""g"": 149, ""b"": 41}","{""r"": 172, ""g"": 245, ""b"": 230}"
174.14,63.69,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 75, ""g"": 104, ""b"": 111}","{""r"": 147, ""g"": 137, ""b"": 92}"
175.24,53.53,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 70, ""g"": 107, ""b"": 16}","{""r"": 51, ""g"": 150, ""b"": 14}"
168.99,53.01,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 140, ""g"": 222, ""b"": 22}","{""r"": 173, ""g"": 181, ""b"": 254}"
166.48,45.2,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 244, ""g"": 253, ""b"": 178}","{""r"": 149, ""g"": 244, ""b"": 153}"
168.58,55.85,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 127, ""g"": 224, ""b"": 21}","{""r"": 52, ""g"": 12, ""b"": 103}"
171.07,59.77,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 244, ""g"": 104, ""b"": 221}","{""r"": 45, ""g"": 161, ""b"": 0}"
171.14,48.72,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 253, ""g"": 241, ""b"": 220}","{""r"": 189, ""g"": 28, ""b"": 4}"
173.66,56.83,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 224, ""g"": 237, ""b"": 87}","{""r"": 59, ""g"": 105, ""b"": 138}"
176.36,63.62,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 65, ""g"": 236, ""b"": 209}","{""r"": 27, ""g"": 234, ""b"": 68}"
174.84,57.38,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 10, ""g"": 158, ""b"": 101}","{""r"": 198, ""g"": 58, ""b"": 100}"
173.61,59.93,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 234, ""g"": 18, ""b"": 57}","{""r"": 157, ""g"": 226, ""b"": 191}"
177.11,57.38,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 166, ""g"": 151, ""b"": 55}","{""r"": 8, ""g"": 43, ""b"": 224}"
169.59,53.07,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 144, ""g"": 154, ""b"": 172}","{""r"": 251, ""g"": 2, ""b"": 75}"
174.24,51.44,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 185, ""g"": 107, ""b"": 37}","{""r"": 199, ""g"": 212, ""b"": 16}"
169.61,52.08,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 186, ""g"": 35, ""b"": 202}","{""r"": 162, ""g"": 211, ""b"": 210}"
170.0,49.43,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 213, ""g"": 0, ""b"": 116}","{""r"": 172, ""g"": 181, ""b"": 141}"
175.47,62.41,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 45, ""g"": 187, ""b"": 185}","{""r"": 178, ""g"": 23, ""b"": 93}"
175.42,55.64,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 56, ""g"": 47, ""b"": 21}","{""r"": 248, ""g"": 38, ""b"": 215}"
168.77,54.8,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 145, ""g"": 231, ""b"": 94}","{""r"": 124, ""g"": 118, ""b"": 165}"
178.75,63.42,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 170, ""g"": 40, ""b"": 162}","{""r"": 146, ""g"": 37, ""b"": 247}"
163.89,53.39,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 18, ""g"": 131, ""b"": 94}","{""r"": 240, ""g"": 195, ""b"": 229}"
171.66,67.86,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 65, ""g"": 112, ""b"": 217}","{""r"": 234, ""g"": 52, ""b"": 143}"
178.59,63.24,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 245, ""g"": 125, ""b"": 37}","{""r"": 35, ""g"": 188, ""b"": 254}"
179.07,62.54,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 18, ""g"": 253, ""b"": 188}","{""r"": 226, ""g"": 58, ""b"": 90}"
168.91,51.37,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 211, ""g"": 177, ""b"": 95}","{""r"": 100, ""g"": 132, ""b"": 149}"
166.01,53.08,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 236, ""g"": 60, ""b"": 166}","{""r"": 23, ""g"": 201, ""b"": 236}"
172.22,58.83,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 19, ""g"": 146, ""b"": 28}","{""r"": 150, ""g"": 149, ""b"": 40}"
167.81,62.51,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 231, ""g"": 56, ""b"": 13}","{""r"": 241, ""g"": 161, ""b"": 123}"
174.03,56.78,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 179, ""g"": 64, ""b"": 68}","{""r"": 64, ""g"": 109, ""b"": 30}"
162.86,51.13,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 48, ""g"": 204, ""b"": 223}","{""r"": 169, ""g"": 55, ""b"": 83}"
170.08,55.68,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 50, ""g"": 186, ""b"": 70}","{""r"": 17, ""g"": 145, ""b"": 91}"
172.63,53.53,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 119, ""g"": 138, ""b"": 154}","{""r"": 149, ""g"": 160, ""b"": 99}"
170.27,64.99,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 225, ""g"": 164, ""b"": 114}","{""r"": 111, ""g"": 213, ""b"": 0}"
177.86,55.64,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 94, ""g"": 148, ""b"": 238}","{""r"": 215, ""g"": 195, ""b"": 64}"
173.3,63.48,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 131, ""g"": 57, ""b"": 6}","{""r"": 75, ""g"": 181, ""b"": 184}"
175.07,49.9,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 19, ""g"": 35, ""b"": 147}","{""r"": 175, ""g"": 44, ""b"": 217}"
170.14,61.92,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 213, ""g"": 7, ""b"": 63}","{""r"": 204, ""g"": 239, ""b"": 236}"
169.17,57.46,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 205, ""g"": 21, ""b"": 80}","{""r"": 45, ""g"": 53, ""b"": 242}"
181.34,60.72,Male,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 255, ""g"": 219, ""b"": 192}","{""r"": 99, ""g"": 237, ""b"": 165}"
172.37,61.88,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 63, ""g"": 54, ""b"": 92}","{""r"": 132, ""g"": 115, ""b"": 92}"
175.6,57.55,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 82, ""g"": 5, ""b"": 75}","{""r"": 225, ""g"": 164, ""b"": 107}"
172.41,53.43,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 124, ""g"": 21, ""b"": 197}","{""r"": 251, ""g"": 99, ""b"": 5}"
174.65,60.26,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 15, ""g"": 106, ""b"": 159}","{""r"": 253, ""g"": 226, ""b"": 25}"
171.11,52.62,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 149, ""g"": 229, ""b"": 212}","{""r"": 138, ""g"": 159, ""b"": 92}"
165.51,61.5,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 92, ""g"": 24, ""b"": 72}","{""r"": 45, ""g"": 132, ""b"": 147}"
179.2,57.12,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 42, ""g"": 162, ""b"": 161}","{""r"": 14, ""g"": 174, ""b"": 163}"
168.67,54.92,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 143, ""g"": 18, ""b"": 87}","{""r"": 164, ""g"": 215, ""b"": 4}"
169.76,61.81,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 254, ""g"": 26, ""b"": 96}","{""r"": 223, ""g"": 21, ""b"": 39}"
170.84,54.48,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 169, ""g"": 137, ""b"": 39}","{""r"": 207, ""g"": 23, ""b"": 109}"
177.81,60.67,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 45, ""g"": 221, ""b"": 251}","{""r"": 90, ""g"": 81, ""b"": 45}"
178.14,62.64,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 116, ""g"": 61, ""b"": 141}","{""r"": 99, ""g"": 171, ""b"": 98}"
170.31,57.74,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 168, ""g"": 20, ""b"": 61}","{""r"": 7, ""g"": 27, ""b"": 150}"
170.53,53.07,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 76, ""g"": 89, ""b"": 93}","{""r"": 195, ""g"": 228, ""b"": 115}"
173.73,64.94,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 143, ""g"": 124, ""b"": 161}","{""r"": 200, ""g"": 185, ""b"": 176}"
170.86,62.69,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 195, ""g"": 165, ""b"": 88}","{""r"": 73, ""g"": 91, ""b"": 124}"
179.59,63.76,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 40, ""g"": 138, ""b"": 251}","{""r"": 82, ""g"": 63, ""b"": 214}"
164.63,53.13,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 243, ""g"": 12, ""b"": 23}","{""r"": 126, ""g"": 14, ""b"": 242}"
171.78,61.15,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 187, ""g"": 20, ""b"": 90}","{""r"": 90, ""g"": 218, ""b"": 139}"
162.53,59.16,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 103, ""g"": 166, ""b"": 215}","{""r"": 242, ""g"": 106, ""b"": 232}"
172.45,54.66,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 198, ""g"": 204, ""b"": 165}","{""r"": 172, ""g"": 157, ""b"": 207}"
166.93,53.94,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 37, ""g"": 85, ""b"": 232}","{""r"": 154, ""g"": 43, ""b"": 213}"
171.05,56.34,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 74, ""g"": 101, ""b"": 205}","{""r"": 82, ""g"": 223, ""b"": 202}"
182.3,65.04,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 184, ""g"": 34, ""b"": 169}","{""r"": 228, ""g"": 226, ""b"": 147}"
166.42,46.3,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 225, ""g"": 143, ""b"": 33}","{""r"": 188, ""g"": 29, ""b"": 87}"
170.82,54.6,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 111, ""g"": 181, ""b"": 183}","{""r"": 126, ""g"": 129, ""b"": 55}"
173.38,61.13,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 35, ""g"": 217, ""b"": 86}","{""r"": 197, ""g"": 78, ""b"": 216}"
172.43,60.57,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 142, ""g"": 10, ""b"": 35}","{""r"": 29, ""g"": 26, ""b"": 44}"
177.46,68.71,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 79, ""g"": 168, ""b"": 64}","{""r"": 25, ""g"": 38, ""b"": 221}"
174.5,56.72,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 151, ""g"": 201, ""b"": 217}","{""r"": 57, ""g"": 215, ""b"": 186}"
178.21,60.45,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 210, ""g"": 112, ""b"": 210}","{""r"": 228, ""g"": 73, ""b"": 74}"
164.87,52.09,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 9, ""g"": 28, ""b"": 209}","{""r"": 197, ""g"": 57, ""b"": 252}"
177.79,61.99,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 159, ""g"": 201, ""b"": 7}","{""r"": 90, ""g"": 167, ""b"": 240}"
168.37,56.53,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 82, ""g"": 70, ""b"": 196}","{""r"": 17, ""g"": 59, ""b"": 221}"
180.89,69.82,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 217, ""g"": 237, ""b"": 13}","{""r"": 99, ""g"": 123, ""b"": 146}"
171.25,59.01,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 201, ""g"": 142, ""b"": 104}","{""r"": 175, ""g"": 119, ""b"": 10}"
174.58,57.54,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 34, ""g"": 48, ""b"": 65}","{""r"": 177, ""g"": 77, ""b"": 198}"
172.05,59.03,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 218, ""g"": 247, ""b"": 46}","{""r"": 25, ""g"": 119, ""b"": 1}"
173.13,62.14,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 195, ""g"": 35, ""b"": 225}","{""r"": 25, ""g"": 90, ""b"": 225}"
176.85,65.09,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 87, ""g"": 151, ""b"": 90}","{""r"": 187, ""g"": 130, ""b"": 54}"
173.1,63.24,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 165, ""g"": 70, ""b"": 84}","{""r"": 88, ""g"": 204, ""b"": 222}"
171.85,50.46,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 8, ""g"": 74, ""b"": 93}","{""r"": 85, ""g"": 136, ""b"": 57}"
164.23,52.5,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 98, ""g"": 111, ""b"": 32}","{""r"": 15, ""g"": 7, ""b"": 153}"
181.4,69.12,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 127, ""g"": 99, ""b"": 82}","{""r"": 182, ""g"": 236, ""b"": 132}"
170.18,46.17,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 118, ""g"": 140, ""b"": 164}","{""r"": 220, ""g"": 163, ""b"": 134}"
178.76,62.7,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 97, ""g"": 188, ""b"": 235}","{""r"": 6, ""g"": 48, ""b"": 152}"
168.95,65.75,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 48, ""g"": 69, ""b"": 200}","{""r"": 88, ""g"": 63, ""b"": 225}"
170.64,57.18,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 79, ""g"": 143, ""b"": 148}","{""r"": 13, ""g"": 85, ""b"": 48}"
172.81,58.76,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 171, ""g"": 221, ""b"": 166}","{""r"": 38, ""g"": 88, ""b"": 12}"
161.27,45.74,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 207, ""g"": 50, ""b"": 167}","{""r"": 148, ""g"": 38, ""b"": 99}"
171.42,61.55,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 103, ""g"": 130, ""b"": 160}","{""r"": 85, ""g"": 132, ""b"": 135}"
175.22,59.02,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 21, ""g"": 144, ""b"": 221}","{""r"": 99, ""g"": 171, ""b"": 102}"
173.96,51.86,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 88, ""g"": 58, ""b"": 60}","{""r"": 94, ""g"": 205, ""b"": 155}"
173.82,54.3,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 2, ""g"": 150, ""b"": 248}","{""r"": 161, ""g"": 90, ""b"": 205}"
169.74,53.51,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 84, ""g"": 85, ""b"": 50}","{""r"": 65, ""g"": 146, ""b"": 158}"
174.22,61.96,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 107, ""g"": 237, ""b"": 24}","{""r"": 198, ""g"": 93, ""b"": 64}"
173.28,57.39,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 248, ""g"": 87, ""b"": 156}","{""r"": 32, ""g"": 158, ""b"": 96}"
174.73,63.17,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 109, ""g"": 4, ""b"": 200}","{""r"": 31, ""g"": 228, ""b"": 10}"
169.14,60.08,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 142, ""g"": 182, ""b"": 221}","{""r"": 46, ""g"": 118, ""b"": 29}"
166.95,58.94,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 252, ""g"": 190, ""b"": 156}","{""r"": 74, ""g"": 102, ""b"": 33}"
176.4,47.98,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 4, ""g"": 158, ""b"": 127}","{""r"": 42, ""g"": 145, ""b"": 32}"
170.36,54.58,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 85, ""g"": 201, ""b"": 103}","{""r"": 219, ""g"": 8, ""b"": 128}"
167.8,50.13,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 146, ""g"": 227, ""b"": 45}","{""r"": 239, ""g"": 221, ""b"": 55}"
162.9,55.35,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 103, ""g"": 23, ""b"": 129}","{""r"": 167, ""g"": 252, ""b"": 227}"
